_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
1777332,DEM190140,VACANT RESIDENCE,1505  JENNY LIND ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",DEMOLISH STRUCTURE AND GRADE LOT,900,f,2019-05-13,2019-05-18,MARC ITKIN,t,f,2019-05-18,DEM,COMPLETE,40.3408268578463,-79.8576820617695
1777333,DEM210035,VACANT COMMERCIAL PROPERTY,3500  UNIVERSITY BLVD,CORAOPOLIS,15108,0,937,TOM SIPES DEMOLITION COMPANY,DEMOLISH STRUCTURE AND GRADE LOT,4500,f,2021-03-03,2022-03-03,MARC ITKIN,t,f,2022-03-03,DEM,COMPLETE,40.5273529530118,-80.1828741802839
1777334,DEM180162,VACANT RESIDENCE,5011  LYTLE ST,PITTSBURGH,15207,0,920,GENERAL CONTRACTING CORP. OF AMERICA,DEMOLISH STRUCTURE AND GRADE LOT,800,f,2018-12-24,2019-01-10,MARC ITKIN,t,f,2019-01-10,DEM,COMPLETE,40.4076592378074,-79.9455139065393
1777335,PAA150391,,1100 S.BRADDOCK AVE.,SWISSVALE,15218,650,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",PIPE INSULATION /FITTINGS IN BASEMENT AND ROOFING,3623,t,2015-08-07,2015-10-09,JOE YAKUBISIN,t,f,2015-10-09,PAA,COMPLETE,40.432648692358,-79.8940698829275
1777336,PAA140534,UNION TRUST BUILDING,501 GRANT ST,PITTSBURGH,15219,650,908,"BRISTOL ENVIRONMENTAL, INC.",PIPE INSULATION AND FLOOR TILE & MASTIC IN B-1 BASEMENT,9800,t,2014-12-29,2015-02-28,JOE YAKUBISIN,t,f,2015-01-31,PAA,COMPLETE,40.4399495171312,-79.9970354982139
1777337,PAA160160,CHICKEN DERBY,10  OLD CLAIRTON RD,PLEASANT HILLS,15236,650,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",PIPE INSULATION IN BACK ROOM; FLOOR TILE THROUGHOUT,2940,t,2016-04-11,2016-06-10,JOE YAKUBISIN,t,f,2016-06-10,PAA,COMPLETE,40.3398681121701,-79.9654938502954
1777338,PAA160548,,5721  ELWOOD ST,PITTSBURGH,15232,350,912,"CARL FRANK INDUSTRIES, INC.",PIPE INSULATION IN BASEMENT,400,t,2016-12-12,2017-06-12,JOE YAKUBISIN,t,f,2017-06-12,PAA,COMPLETE,40.4531683613359,-79.9303620503959
1777339,UND160001,TARENTUM WATHER AUTHORITY,318 2ND AVE,TARENTUM,15084,,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",PIPE INSULATION IN BASEMENT,30,t,2016-08-10,2016-12-31,ELIZABETH LETURGEY,t,f,2016-12-31,UND,COMPLETE,40.6008711346585,-79.7518942465235
1777340,PAA160340,BISTRO 19,711  WASHINGTON RD,BETHEL PARK,15228,150,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",PIPE INSULATION IN BASEMENT,300,t,2016-08-03,2016-10-07,JOE YAKUBISIN,t,f,2016-10-07,PAA,COMPLETE,40.3801234841735,-80.044615408094
1777341,PAA160408,VERIZON,408  WASHINGTON AVE,BRIDGEVILLE,15017,350,928,NORTHSTAR CONTRACTING GROUP INC,PIPE INSULATION IN BASEMENT  BOILER;LUNCH ROOM AND HALLWAY,490,t,2016-09-12,2016-10-31,JOE YAKUBISIN,t,f,2016-10-31,PAA,COMPLETE,40.3599927175344,-80.1119773140446
1777342,PAA150465,CMU - APARTMENT BUILDING,618 CLYDE STREET,PITTSBURGH,15213,350,927,KEY ASBESTOS ABATEMENT INC,PIPE INSULATION IN BASEMENT AND DOOR CAULKING,352,t,2015-09-23,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.4483287169248,-79.9463384385539
1777343,PAA150534,,724 KELLY AVE.,WILKINSBURGH,15221,150,901,"ABMECH ACQUISITIONS, LLC",PIPE INSULATION IN BASEMENT OF TOWER C AND FLOOR TILE ON STAIRWELL LANDING IN TOWERS B/C,170,f,2015-11-09,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.4395823737883,-79.8859049403866
1777344,PAA160406,HOLY CHILD SCHOOL,220 STATION ST,BRIDGEVILLE,15017,650,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",PIPE INSULATION IN VARIOUS AREAS AND FLOOR TILE IN LOCKER ROOM AND HALLWAY,1650,t,2016-09-07,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.3590609273461,-80.1153332175595
1777345,PAA140533,ROSS PRESBYTERIAN SENIOR HOUSING/SISTERS OF THE HOLY FAMILY,250 NAZARETH WAY,PITTSBURGH,15229,150,931,PHASE ONE DEVELOPMENT CORPORATION,PIPE INSULATION ON 2ND AND 3RD FLOORS; FLOOR TILE & MASTIC IN GROUND FLOOR DAYCARE STORAGE AND HALLWAY,270,t,2014-12-18,2015-01-31,JOE YAKUBISIN,t,f,2015-01-31,PAA,COMPLETE,40.5089548780421,-80.0421271252106
1777346,PAA150064,,522-526-528 BRADDOCK AVE.,BRADDOCK,15104,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",PIPE INSULATION/DEBRIS;TRANSITE FLUE PIPE;DUCT TAPE;FLOOR TILE/SHEETING;CEILING TILE MASTIC AND ELECTICAL BOX LINING,6319,t,2015-01-29,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,,
1777347,PAA160404,,413  WOOD ST,PITTSBURGH,15222,650,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",PIPE INSULATION/FITTING THROUGHOUT BUILDING;FLOOR TILE/MASTIC IN 1ST/2ND FLOOR RESTROOMS;FLOOR TILE IN 4TH FLOOR BATH;WINDOW CAULKING AND ROOFING,2434,t,2016-09-06,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.4398414215898,-80.0012001710618
1777348,PAA170160,FRIARY BUILDING,220  37TH ST,PITTSBURGH,15201,450,931,PHASE ONE DEVELOPMENT CORPORATION,PIPE INSULATION/FITTINGS IN KITCHEN;FLOOR TILE/MASTIC IN STAIRWELL;WINDOW/DOOR CAULKING AND ROOF,403,f,2017-03-24,2018-03-24,JOE YAKUBISIN,t,f,2018-03-24,PAA,COMPLETE,40.4659668242575,-79.9646651297481
1777349,PAA150524,WTAE STUDIO FACILITY,400 ARDMORE BLVD,PITTSBURGH,15221,150,941,"PRISM RESPONSE, LLC DBA ALLOY",PIPE INSULATION/FITTINGS ON 1ST AND 2ND FLOORS,510,t,2015-11-04,2015-12-30,JOE YAKUBISIN,t,f,2015-12-30,PAA,COMPLETE,40.4358420151255,-79.8686704853968
1777350,PAA170241,UPARC BUILDING C-1,3170 WILLIAM PITT WAY,HARMAR,15238,850,929,"NOVA ENVIRONMENTAL SERVICES, INC.",PIPE INSULATION/FITTINGS;BLACK TAR ROOFING;WINDOW GLAZE;DRYWALL AND BROWN GLUE,1172,t,2017-05-15,2017-06-19,JOE YAKUBISIN,t,f,2017-06-19,PAA,COMPLETE,40.5449997734214,-79.8271432746162
1777351,PAA160069,,6601 HAMILTON AVENUE,PITTSBURGH,15206,350,921,GRAY WASTE MANAGEMENT CORPORATION,PIPE INSULATION;ELBOWS AND FITTING IN GARAGE/WAREHOUSE AREAS,685,t,2016-02-02,2016-05-31,,t,f,2016-05-31,PAA,COMPLETE,40.4579839312322,-79.9105427002839
1777352,PAA160070,VERIZON 7TH AVE.,416 7TH AVENUE,PITTSBURGH,15222,650,908,"BRISTOL ENVIRONMENTAL, INC.",PIPE INSULATION;FLOOR TILE;DUCT INSULATION AND PLASTER THROUGHOUT BUILDING,26000,t,2015-12-28,2016-12-28,,t,f,2016-12-28,PAA,COMPLETE,40.4422013687625,-79.9963460757813
1777353,DEM180169,VACANT RESIDENCE,3406  GLEASON ST,MCKEESPORT,15132,0,920,GENERAL CONTRACTING CORP. OF AMERICA,DEMOLISH STRUCTURE AND GRADE LOT,550,f,2018-12-26,2019-01-15,MARC ITKIN,t,f,2019-01-15,DEM,COMPLETE,40.3402472358636,-79.8382707985532
1777354,DEM180171,VACANT RESIDENCE,2911  BOWMAN AVE,MCKEESPORT,15132,0,920,GENERAL CONTRACTING CORP. OF AMERICA,DEMOLISH STRUCTURE AND GRADE LOT,675,f,2018-12-26,2019-01-15,MARC ITKIN,t,f,2019-01-15,DEM,COMPLETE,40.3603106863485,-79.833298832387
1777355,DEM210017,VACANT RESIDENCE,316  HARMAR ST,PITTSBURGH,15219,0,920,GENERAL CONTRACTING CORP. OF AMERICA,DEMOLISH STRUCTURE AND GRADE LOT,1600,f,2021-01-20,2021-02-20,ELIZABETH LETURGEY,t,f,2021-02-20,DEM,COMPLETE,40.4578004733857,-79.9682639522281
1777356,DEM210028,CITY OF PITTSBURGH CONTROLLED PROPERTY,327  CLIMAX ST,PITTSBURGH,15210,0,920,GENERAL CONTRACTING CORP. OF AMERICA,DEMOLISH STRUCTURE AND GRADE LOT,640,f,2021-02-02,2021-02-04,ELIZABETH LETURGEY,t,f,2021-02-04,DEM,COMPLETE,40.4199457481301,-80.0013333561773
1777357,DEM210084,VACANT RESIDENCE,2607 S 18TH ST,PITTSBURGH,15210,0,920,GENERAL CONTRACTING CORP. OF AMERICA,DEMOLISH STRUCTURE AND GRADE LOT,600,f,2021-06-08,2021-06-18,CALI FEENEY,t,f,2021-06-18,DEM,COMPLETE,40.4209949165299,-79.9854222100442
1777358,PAA170459,1316 CLARK STREET,1316  CLARK ST,WILKINSBURG,15221,850,920,GENERAL CONTRACTING CORP. OF AMERICA,DEMOLISH STRUCTURE AND GRADE LOT,1050,f,2017-07-24,2017-08-30,JOE YAKUBISIN,t,f,2017-08-30,PAA,COMPLETE,40.4436403154546,-79.8733328683559
1777359,PAA180207,RESIDENTIAL,3251  CENTRAL AVE,PITTSBURGH,15212,850,951,"FIVE STAR CONSTRUCTION, INC.",DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,,f,2018-03-13,2018-04-13,JOE YAKUBISIN,t,f,2018-04-13,PAA,COMPLETE,40.475955545764,-80.0293056875407
1777360,DEM190042,VACANT RESIDENCE,428  ATLANTIC AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1000,f,2019-03-11,2019-04-19,MARC ITKIN,t,f,2019-04-19,DEM,COMPLETE,40.3503449825042,-79.8777774881679
1777361,DEM190043,VACANT RESIDENCE,311  ARCTIC AVE,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1100,f,2019-03-11,2019-04-19,MARC ITKIN,t,f,2019-04-19,DEM,COMPLETE,40.3516183113932,-79.8769434247829
1777362,DEM190050,VACANT RESIDENCE,2312  JENNY LIND ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1500,f,2019-03-11,2019-04-19,MARC ITKIN,t,f,2019-04-19,DEM,COMPLETE,40.3386292854679,-79.8492337065748
1777363,DEM190051,VACANT RESIDENCE,909  HUEY ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,500,f,2019-03-04,2019-04-01,MARC ITKIN,t,f,2019-04-01,DEM,COMPLETE,40.3473209313432,-79.8594742962533
1777364,PAA180188,RESIDENTIAL,5314  KINCAID ST,PITTSBURGH,15224,850,921,GRAY WASTE MANAGEMENT CORPORATION,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1100,f,2018-03-19,2018-12-30,SHANNON SANDBERG,t,f,2018-12-30,PAA,COMPLETE,40.4665678147182,-79.9378054108786
1777365,UND220023,(FORMER NABISCO PLANT BUILDING,6424 PENN AVENUE,PITTSBURGH,15206,0,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE BLACK CORK WITH MASTIC THROUGHOUT 3RD FLOOR CEILING,45,t,2022-04-05,2023-04-05,ELIZABETH LETURGEY,f,f,2023-04-05,UND,COMPLETE,40.4635841005534,-79.9368308315931
1777366,PAA180136,AGH - ABERLIE HOUSE - 122-124 EAST NORTH AVENUE,122 E NORTH AVE,PITTSBURGH,15212,450,929,"NOVA ENVIRONMENTAL SERVICES, INC.",REMOVE BLACK FLOOR TILE MASTIC IN VARIOUS LOCATIONS ON THE 1ST & 2ND FLOORS AND PIPE INSULATION TSI FROM BASEMENT SIDE BOIULDER ROOM,890,f,2018-02-12,2018-05-31,JOE YAKUBISIN,t,f,2018-05-31,PAA,COMPLETE,40.455975219289,-80.0048797890149
1777367,PAA180274,ALLEGHENY GENERAL HOSPITAL,320 E NORTH AVE,PITTSBURGH,15212,450,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE BLACK MASTIC FROM FLOOR 002 LINAC C RADIOLOGY,622,t,2018-04-16,2018-04-20,JOE YAKUBISIN,t,f,2018-04-20,PAA,COMPLETE,40.457069446526,-80.0036975361617
1777368,PAA214278,VACANT RESIDENCE,534  CENTER ST,EAST PITTSBURGH,15112,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE BLACK MASTIC IN 2ND FLOOR BATHROOM & FLOOR TILE ON THIRD FLOOR,460,f,2021-05-12,2022-05-11,JOE YAKUBISIN,t,f,2022-05-11,PAA,COMPLETE,40.4559489362559,-79.9367931981954
1777369,PAA214560,OFFICES,117 N NEGLEY AVE,PITTSBURGH,15206,850,960,"IVT ENVIRONMENTAL SOLUTIONS, LLC",REMOVE BLACK MASTIC IN BASEMENT AND FIRST FLOOR,1850,f,2021-10-28,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.4640621518273,-79.9306145091564
1777370,PAA194738,7315 - 7329 FORMOSA WAY,7315 FORMOSA WAY,PITTSBURGH,15208,1250,915,DJ DEMO COMPANY,REMOVE BLACK MASTIC THROUGHOUT ALL BUILDINGS,2800,f,2019-11-25,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,PAA,COMPLETE,40.4545812967413,-79.8950136543689
1777371,PAA150482,GATEWAY CENTER BUILDINGS 1;2;3 AND 4 - O&M PERMIT,STANWIX ST,PITTSBURGH,15222,650,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",PIPE; DUCT; TANK; AND FIRE INSULATION; FLOOR TILE/MASTIC,159,t,2015-10-08,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.4431698766566,-80.0048461439299
1777372,PAA170152,5 GENERATION BAKERS,620  ISLAND AVE,MCKEES ROCKS,15136,450,901,"ABMECH ACQUISITIONS, LLC",PIPING;MUD FITTINGS AND TRANSITE PANELS IN BASEMENT,882,f,2017-03-21,2017-03-31,JOE YAKUBISIN,t,f,2017-03-31,PAA,COMPLETE,,
1777373,PAA150235,ALLEGHENY GENERAL HOSPITAL - SOUTH TOWER,320 E NORTH AVE,PITTSBURGH,15212,350,929,"NOVA ENVIRONMENTAL SERVICES, INC.",PLASTER CEILING AND PIPE ELBOWS IN ROOM 9J-3,510,t,2015-05-12,2015-08-12,DON HORGAN,t,f,2015-08-12,PAA,COMPLETE,40.457069446526,-80.0036975361617
1777374,PAA170115,UPMC WESTERN PSYCHIATIC,3811 OHARA ST,PITTSBURGH,15213,200,908,"BRISTOL ENVIRONMENTAL, INC.",PLASTER CEILING AND PIPE INSULATION ON 2ND FLOOR,2071,t,2017-02-21,2017-06-30,JOE YAKUBISIN,t,f,2017-04-30,PAA,COMPLETE,40.4437217511991,-79.9599021155951
1777375,PAA170192,EAST LIBERTY PRESBYTERIAN CHURCH,116 S HIGHLAND AVE,PITTSBURGH,15206,450,941,"PRISM RESPONSE, LLC DBA ALLOY",PLASTER CEILING ON GROUND FLOOR LOBBY AREA,850,t,2017-04-10,2017-12-31,JOE YAKUBISIN,t,f,2017-06-10,PAA,COMPLETE,40.4609889912737,-79.9255109007366
1777376,UND220020,FORMER LETSCHE ELEMENTARY SCHOOL - 1521 CLIFF ST,,PITTSBURGH,15219,0,931,PHASE ONE DEVELOPMENT CORPORATION,PLASTER IN VARIOUS AREAS,70,f,2022-03-29,2023-03-29,ELIZABETH LETURGEY,f,f,2023-03-29,UND,COMPLETE,40.4430363971525,-80.0248548874816
1777377,PAA170221,DUQUESNE UNIVERSITY - ASSUMPYION HALL,,PITTSBURGH,15222,850,912,"CARL FRANK INDUSTRIES, INC.",PLASTER ON 3RD FLOOR HALLWAY;VAT ON SUB FLOOR;GROUNG FLOOR;1ST;2ND;3RD FLOOES AND PIPING IN BATHROOMS ON 1ST;2ND;3RD FLOORS,6500,t,2017-05-12,2017-09-01,JOE YAKUBISIN,t,f,2017-09-01,PAA,COMPLETE,40.4411838663137,-80.009816813005
1777378,PAA160024,PENN PLAZA APARTMENT,5704 PENN AVE,PITTSBURGH,15206,650,901,"ABMECH ACQUISITIONS, LLC",POPCORN CEILING/FLOOR TILE/MASTIC THROUGHOUT APTS AND LOBBY AREAS AND WINDOW CAULKING ON INTERIOR WINDOWS,208050,t,2016-01-04,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,,
1777379,DEM190326,VACANT RESIDENCE,335 SAPPHIRE WAY,PITTSBURGH,15224,0,915,DJ DEMO COMPANY,RAZE 2-STORY FRAME HOUSE; HAUL AWAY ALL TRASH AND DEVRIS.  CLEAN BASEMENT VOID AND BACKFILL; LEVEL LOT WITH CONTOUR OF STREET,1500,f,2019-12-01,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,DEM,COMPLETE,40.4614688982647,-79.9511738812386
1777380,RES220043,RESIDENCE,1122  REBECCA ST,NORTH BRADDOCK,15104,0,915,DJ DEMO COMPANY,RAZE 2.5 STORY SINGLE FAMILY HOME. HAUL AWAY DEBRIS; CLEAN AND BACKFILL BASEMENT VOID,0,f,2022-05-12,2022-06-12,CALI FEENEY,f,f,2022-06-12,RES,COMPLETE,40.4003645845294,-79.8597054007103
1777381,DEM210174,MACHSEKEI HADAS CEMETARY - FUNERAL CHAPEL,904  GEYER RD,MILLVALE,15209,0,937,TOM SIPES DEMOLITION COMPANY,RAZE BUILDING,1200,f,2021-11-02,2022-01-01,JOE YAKUBISIN,t,f,2022-01-01,DEM,COMPLETE,40.4933604773519,-79.9855935691098
1777382,DEM200104,BLOCK MASONRY & STEEL WAREHOUSE #2,2949  GRAND AVE,NEVILLE,15225,0,937,TOM SIPES DEMOLITION COMPANY,RAZE BUILDING BY UTILYZING A PROCESS OF DEMOLITION BY DELIBERATE COLLAPSE,,f,2020-08-18,2020-12-01,MARC ITKIN,t,f,2020-12-01,DEM,COMPLETE,40.5041759772097,-80.1038562307107
1777383,DEM200105,FORMER STONE CONNECTION GRANITE BLACK MASONRY,2951  GRAND AVE,NEVILLE,15225,0,937,TOM SIPES DEMOLITION COMPANY,RAZE BUILDING BY UTILYZING A PROCESS OF DEMOLITION BY DELIBERATE COLLAPSE,,f,2020-08-16,2020-12-01,MARC ITKIN,t,f,2020-12-01,DEM,COMPLETE,40.5042019141083,-80.1021720929932
1777384,DEM220075,,529  BALDWIN ST,BRIDGEVILLE,15017,0,,,RAZE BUILDING WITH EXCAVATOR UNDER WATER,,f,2022-05-10,2023-07-20,CALI FEENEY,f,f,2023-07-20,DEM,COMPLETE,40.3584133879575,-80.1089977447022
1777385,DEM190153,VACANT RESIDENCE,648  CONSTITUTION CIR,CLAIRTON,15025,0,915,DJ DEMO COMPANY,RAZE DWELLING; HAUL AWAY ALL TRASH AND DEBRIS.  CLEAN BASEMENT VOID AND BACK FILL THE LOT WITH CONTOUR OF STREET,1500,f,2019-06-01,2019-06-21,MARC ITKIN,t,f,2019-06-21,DEM,COMPLETE,,
1777386,UND190101,VACANT RESIDENTIAL,409  GILLESPIE WAY,WILKINSBURG,15221,0,915,DJ DEMO COMPANY,RAZE DWELLING; HAUL AWAY ALL TRASH AND DEBRIS.  CLEAN VOID AND BACK FILL THE LOT WITH CONTOUR OF STREET.,1500,f,2019-05-26,2019-06-16,JOE YAKUBISIN,t,f,2019-06-16,UND,COMPLETE,40.4412904899502,-79.8902943446649
1777387,DEM220086,,536  OHIO AVE,GLASSPORT,15045,0,,,RAZE STRUCTURE USING WATER,,f,2022-05-31,2022-07-26,CALI FEENEY,f,f,2022-07-26,DEM,COMPLETE,40.326321635811,-79.891855774558
1777388,DEM220076,,607  BALDWIN ST,BRIDGEVILLE,15017,0,,,RAZE STRUCTURE USING WATER AND AN EXCAVATOR,,f,2022-05-25,2022-12-21,CALI FEENEY,f,f,2022-12-21,DEM,COMPLETE,40.3580973499048,-80.1080594070525
1777389,PAA170364,564 MILLER AVENUE,564  MILLER AVE,CLAIRTON,15025,850,915,DJ DEMO COMPANY,RAZE TWO STORY STORE FRONT.  REMOVE ALL DEBRI & CLEANBASEMENT VOID.  BACKFILL WITH CLEAN FILL AND LEVEL LOT,,f,2017-07-08,2017-07-31,JOE YAKUBISIN,t,f,2017-07-31,PAA,COMPLETE,40.2928913847468,-79.883323806329
1777390,PAA204592,VACANT COMMERCIAL STRUCTURE,2435 CENTRE AVE,PITTSBURGH,15219,450,929,"NOVA ENVIRONMENTAL SERVICES, INC.",REEMOVE BUILT-UP ROOF AND FLASHING,616,f,2020-12-23,2021-12-21,JOE YAKUBISIN,t,f,2021-12-21,PAA,COMPLETE,40.4454299360278,-79.9709067076741
1777391,PAA190552,FORMER SEARS DEPARTMENT STORE & AUTO SERVICE CTR,1000 ROSS PARK MALL DR,PITTSBURGH,15237,1850,958,NATIONAL ENVIRONMENTAL SERVICE CORPORATION,REMIOVE BLACK MASTIC IN 1ST FL HOME ELETRONICS/OPTICAL; YELLOW/BROWN GLUE IN 1ST FL HOME IMPROVEMENT/AUTO SVC CTR WAITING AREA; BROWN MASTIC IN 1ST/2ND FL RETAIL AREAS; TRANSITE PIPE IN AUTO SVC CTR & MIRROR PLASTIC ON COLUMNS IN RETAIL; REST/FITTING,38061,f,2019-08-12,2019-09-13,JOE YAKUBISIN,t,f,2019-09-13,PAA,COMPLETE,40.54290079923,-80.0084717589547
1777392,PAA170470,UPMC MAGEE WOMENS HOSPITAL - 4TH FLOOR,300 HALKET ST,PITTSBURGH,15213,850,901,"ABMECH ACQUISITIONS, LLC",REMOV AND DISPOSE OF PIPE FITTING & CARPET GLUE/MASTIC IN THE 4400 & 4500 WINGS; SHT FLOORITN/MASTIC IN 4400 WING; PIPE INSULATION; FLOOR TILE/MASTIC IN 4500 WING; & PIPE MASTIC/TAR; SINK COATINGS; FLOOR TILE/MASTIC; CARPET GLUE/MASTIC IN 4300 WING,6692,t,2017-09-05,2018-09-05,JOE YAKUBISIN,t,f,2018-09-05,PAA,COMPLETE,40.4369746546783,-79.960823450374
1777393,PAA200282,AEROTECH EPSILON BUILDING,610  EPSILON DR,PITTSBURGH,15238,200,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOV KITCHEN AND BATHROOM TILE AND MASTIC,64,t,2020-06-15,2020-06-30,JOE YAKUBISIN,t,f,2020-06-30,PAA,COMPLETE,40.5011973468339,-79.8756505535895
1777394,DEM190248,NIOSH BUILDING 149 - 626 COCHRANS MILL ROAD,,PITTSBURGH,15236,0,925,"KLA ROOFING & CONSTRUCTION, LLC",REMOV WINDOW GLAZING THROUGHOUT BUILDING,96,f,2019-09-20,2019-12-16,JOE YAKUBISIN,t,f,2019-12-16,DEM,COMPLETE,40.3490702946423,-79.9735542694596
1777395,UND220082,CITY OF MCKEESPORT REGULATED PROPERTY,323  25TH ST,MCKEESPORT,15132,0,,,REMOVAL EXTERIOR KITCHEN WINDOW CAULKING BY TRIFECTA,90,f,2022-10-24,2023-10-31,DANIEL ZOLDOS,f,f,2023-10-31,UND,COMPLETE,40.3352892099212,-79.8489655165334
1777396,UND220065,COMMERCIAL OFFICE SPACE,525  WILLIAM PENN PL,PITTSBURGH,15219,0,,,REMOVAL OF 1B MECHANICAL ROOM PIPE & FITTING INSULATION BY AMERICAN CONTRACTING ENTERPRISES; INC,60,t,2022-09-19,2022-12-31,CALI FEENEY,f,f,2022-12-31,UND,COMPLETE,40.4402016195189,-79.9977400244851
1777397,RES220080,RESIDENCE,114  ESSEX KNOLL DR,CORAOPOLIS,15108,0,,,REMOVAL OF 1ST; 2ND; FLOOR BATHROOMS AND BASEMENT,800,t,2022-09-27,2022-12-31,CALI FEENEY,f,f,2022-12-31,RES,COMPLETE,40.4949095564677,-80.1731388076255
1777398,UND220092,DIVINE MERCY ACADEMY,245  AZALEA DR,MONROEVILLE,15146,0,,,REMOVAL OF ACOUSTICAL CEILING MATERIA ON 1ST & 2ND FLOOR HALLWAYS BY AMERICAN CONTRACTING ENTERPRISES; INC.,8,t,2022-10-21,2022-10-29,JOE YAKUBISIN,f,f,2022-10-29,UND,COMPLETE,40.4412646148347,-79.7718690265292
1777399,RES220063,RESIDENCE,665  COLLEGE AVE,PITTSBURGH,15232,0,,,REMOVAL OF ATTIC VERMICULITE BY AMERICAN CONTRACTING ENTERPRISES,1215,t,2022-07-25,2022-10-28,AARON MAKATURA,f,f,2022-10-28,RES,COMPLETE,40.4555312422648,-79.9280412094189
1777400,UND220083,CITY OF MCKEESPORT REGULATED PROPERTY,226  DALE ST,MCKEESPORT,15132,0,,,REMOVAL OF BASEMENT DUCT JOINT WRAP BY TRIFECTA,70,f,2022-10-22,2023-10-31,DANIEL ZOLDOS,f,f,2023-10-31,UND,COMPLETE,40.3514019588209,-79.8769831647073
1777401,DEM220160,MUNICIPALITY REGULATED PROPERTY,1608  MONTIER ST,WILKINSBURG,15221,0,,,REMOVAL OF BASEMENT DUCT SEAM INSULATION TAPE AND DOOR/WINDOW CAULKING BY GRAY WASTE MANAGEMENT,13,f,2022-08-19,2023-08-18,AARON MAKATURA,f,f,2023-08-18,DEM,COMPLETE,40.4463427957895,-79.8706125836018
1777402,DEM220161,MUNICIPALITY REGULATED PROPERTY,1606  MONTIER ST,WILKINSBURG,15221,0,,,REMOVAL OF BASEMENT DUCT SEAM INSULATION TAPE BY GRAY WASTE MANAGEMENT,30,f,2022-08-19,2023-08-18,DANIEL ZOLDOS,f,f,2023-08-18,DEM,COMPLETE,40.4462950477359,-79.8706858348454
1777403,RES220083,RESIDENCE,101  SHAFFER AVE,ELIZABETH BORO,15037,0,,,REMOVAL OF BASEMENT FLOOR TILE BY AMERICAN CONTRACTING ENTERPRISES; INC,972,t,2022-10-17,2022-12-30,NICHOLAS DELPHIA,f,f,2022-12-30,RES,COMPLETE,40.2700529303975,-79.875758745749
1777404,RES220072,RESIDENCE,6445  PHILLIPS AVE,PITTSBURGH,15217,0,,,REMOVAL OF BASEMENT HALLWAY; FAMILY ROOM; BAR AREA AND BEDROOM FLOOR TILE AND MASTIC BY AMERICAN INDUSTRIAL CONTRACTING,770,t,2022-09-06,2022-09-30,AARON MAKATURA,f,f,2022-09-30,RES,COMPLETE,40.4327801993627,-79.9131575354307
1777405,UND220075,CITY OF MCKEESPORT REGULATED PROPERTY,2621  FAYETTE ST,MCKEESPORT,15132,0,,,REMOVAL OF BASEMENT LANDING SHEET FLOORING BY TRIFECTA,50,f,2022-10-24,2023-10-31,AARON MAKATURA,f,f,2023-10-31,UND,COMPLETE,40.3554279306851,-79.8315395761604
